sequence,frame_id,raw_points,removed_ground_points,nonground_points,algorithm,csf_ms,cluster_ms,total_ms,cluster_fps,total_fps,clusters
02,000088,123117,101198,21919,FEC,61.578307,8.980962,70.559269,111.346646,14.172482,12
02,000089,123102,101851,21251,FEC,63.614366,9.020909,72.635275,110.853574,13.767415,13
02,000090,123366,103490,19876,FEC,61.661268,7.916521,69.577789,126.318114,14.372403,18
02,000091,123532,104019,19513,FEC,64.617668,7.917953,72.535621,126.295268,13.786330,18
02,000092,123841,104515,19326,FEC,71.149886,8.185829,79.335715,122.162337,12.604664,22
02,000093,124174,105868,18306,FEC,61.145817,7.501936,68.647753,133.298924,14.567119,18
02,000094,124303,105614,18689,FEC,61.740203,7.786712,69.526915,128.423910,14.382919,17
02,000095,124587,105985,18602,FEC,54.923600,8.077019,63.000619,123.808053,15.872860,23
02,000096,124810,106250,18560,FEC,54.880662,8.025761,62.906423,124.598776,15.896628,19
02,000097,124861,106669,18192,FEC,58.334682,8.238568,66.573250,121.380318,15.021048,21
02,000098,125176,105984,19192,FEC,66.258211,8.495071,74.753282,117.715320,13.377339,21
02,000099,125386,106245,19141,FEC,65.434500,8.362587,73.797087,119.580221,13.550670,20
03,000000,124929,62112,62817,FEC,58.895692,25.652918,84.548610,38.981920,11.827516,43
03,000001,125149,66874,58275,FEC,55.260961,22.486672,77.747633,44.470787,12.862128,44
03,000002,124872,69146,55726,FEC,67.710777,21.781168,89.491945,45.911220,11.174190,48
